train_scores,test_scores
0.956333744352971,0.9561189124078865
0.9722452163278269,0.9673303524285017
0.9768267918695717,0.9740006282624531
0.9776581725003433,0.9733478591177146
0.975712565775717,0.9697052736172098
0.9845515538626145,0.9765693751016471
0.9855884443122284,0.9802089900940982
0.9866556941668985,0.9772741281373206
0.9845993384883244,0.9763027720038527
0.9866565025534235,0.9788514679136858
0.9790243457278749,0.9682994806809295
0.9873968947897512,0.9796431083099221
0.9841791571366877,0.9819660456076953
0.9885863008304465,0.9776829443081725
0.9861329375472906,0.9800879418909215
0.9845502963724643,0.9789242453609946
0.9721585393281841,0.9662060151302829
0.9858801820270885,0.974908861099786
0.9885192945695827,0.982384144616214
0.9887540859447812,0.9778853101693117
0.9896804969026222,0.9854159193982344
0.9892506149126836,0.9832188573792247
0.9884276774300639,0.9820117171690167
0.9885099532141807,0.9777130207022132
0.9897978027694964,0.9851775361269476
0.9903112180337023,0.9839005889774843
0.9894419330569729,0.9805197794991872
0.9904630150589835,0.9801948801808446
0.9880660591911393,0.9817937561405972
0.987231265372817,0.9832674994485994
0.9911609220923774,0.9821880910846884
0.9878215671776388,0.9818721032905061
0.9892762138193137,0.9839852484570069
0.9887987268451153,0.9836328719391699
0.9897954674306458,0.9853286607241654
0.9912078085108371,0.9841319172921443
0.9864677892101598,0.9765845989554208
0.9894453462445236,0.987084973610749
0.9909545140662848,0.9851660254082407
0.9873644695080195,0.983351044987602
0.9893609147630062,0.9831991777633708
0.9903740925412152,0.9852477143797097
0.989451992978175,0.9833959739219098
0.9901543910478199,0.9846409881097988
0.9883078565828891,0.9832545034758657
0.9899240907088724,0.9813674882349316
0.990581758057458,0.9823993684699878
0.9884333361357399,0.9818977239224669
0.9908524777226638,0.9854177759657677
0.9915027797717979,0.985102159485092
0.9900081629074897,0.9846038567591312
0.9902449303386386,0.9826785962270091
0.99107649061086,0.9806025824111763
0.991581283085464,0.981832001431785
0.9880179152825292,0.9822734931912243
0.9909291846218296,0.9845526154952097
0.9903363678367074,0.9834186240458171
0.9872925231072798,0.9786736087439876
0.9889727095894763,0.9840561693367822
0.9905046020546671,0.9822244798083428
0.9885243245301836,0.9805283197098407
0.9922150581211947,0.9816608259052066
0.9895401969301432,0.9841894708856793
0.9898281621745525,0.9847078245410008
0.9893664836479575,0.9843097764618426
0.9903219965207045,0.9839262096094449
0.9903444517019591,0.9825965359420334
0.9906157102915149,0.984847809733018
0.9897573834432379,0.9847167360651611
0.9870797378097108,0.9783457389175914
0.9900333127104948,0.9831609324721831
0.9909295439047295,0.9849306126450073
0.9900067257758893,0.9843584185312173
0.9909423882684073,0.9831802407745303
0.9897819943218931,0.9868250541560749
0.9890429493964407,0.9838716265239634
0.9910631971435572,0.9871447550853241
0.9901849300943263,0.9865792446146546
0.9905181649841449,0.9864890154325319
0.9893952262799632,0.9793352894128865
0.9907364293459398,0.9834264216294574
0.9898576233723586,0.9834204806133506
0.9922031119647673,0.9847464411456952
0.9894263042508198,0.9817566247899294
0.9883080362243392,0.9786884612842546
0.9886515106768099,0.9859743749122771
0.9911355926479221,0.9867106895960183
0.9881551613503575,0.9819341126461212
0.9898951684354164,0.9840372323479415
0.9903672661661137,0.9872490941807004
0.9906609799369244,0.9847107950490543
0.9899595698952547,0.9858989982704216
0.9894263042508197,0.9832515329678124
0.9908959509535727,0.9807414536626735
0.9887896549518884,0.9863029873656867
0.9887797746721363,0.9812612925720219
0.9864041961368466,0.9777033665510397
0.9903475056066097,0.9874258394098788
0.9905149314380443,0.9833606991387753
0.9859861704826104,0.9787148245432288
0.9877137823076165,0.978661355398267
0.9895357058938923,0.9840851317903029
0.9907245730102373,0.9847653781345357
0.9885592647922159,0.9838745970320169
0.9908298428999591,0.9833889189652829
0.9890677399165457,0.9831486791264628
0.9901448700509679,0.9853346017402722
0.9899932526671366,0.9830424834635529
0.9901030135931093,0.9828750210720414
0.990494362492015,0.9844040900925388
0.9883498926821979,0.983677800873478
0.9885909715081475,0.9858455291254601
0.9899334320642743,0.9806679335883516
0.988962110743924,0.980570649449602
0.9896048678521566,0.9851147841443192
0.9892517825821088,0.981018453538655
0.9895476520503197,0.9856479903399078
0.9899639711107806,0.9817751904652632
0.9899833723873845,0.9836295301176098
0.9895130710711876,0.9799305049640903
0.9880418974161093,0.981919260105854
0.9896319937111122,0.9856242262754804
0.9883730664292525,0.9833822353221627
0.9899379231005252,0.9790909651254929
0.9903327750077066,0.9851014168580787
0.9831149611866683,0.975942226588869
0.9904714582071352,0.9831761563259569
0.9888773199795066,0.9826061900932072
0.9902933437094236,0.9856695265232951
0.9899433123440264,0.9844583018645136
0.9871967742144099,0.983206975347011
0.9864487472164556,0.9814157589907997
0.9896833711658227,0.9841211492004507
0.9900621451632259,0.9847278754703614
0.9896264248261609,0.9835522969082208
0.9892676808504369,0.9858217650610328
0.9902537327696903,0.9834720931907786
0.9903219066999793,0.9860048226198247
0.9784412295810546,0.9753492389187053
0.9867708443363721,0.9780594562039433
0.991052239015105,0.9847048540329474
0.990509272732368,0.9809571868100531
0.9904199011109744,0.9832496764002789
0.9885564803497403,0.9841155794978504
0.9896375625960634,0.9846636382337063
0.9858929365700411,0.9830666188414869
0.9899235517845221,0.9864930998811053
0.9920537400990614,0.9857764648132182
0.9899675639397814,0.9827420908366511
0.9899515758507281,0.9827138710101436
0.9870518035642301,0.9833874337112563
0.99020397208803,0.9813908809858523
0.9908932563318222,0.9844315672920328
